date,hourOfDay,hourOfYear,demand,coalGen,solarGen,windGen,storageUsage,gasGen,gasUsage,solarUsage,storageSolarCharge,storageGasCharge,storageDischarge,curtailedEnergy,storageStateEnd,netDemand,missingEnergy
1/1/2050,0,1,15931.46606,0,0,1479.716308,2075.530966,12376.21878,12376.21878,0,0,0,2075.530966,0,179370.5502,14451.74975,0
1/1/2050,1,2,14360.62722,0,0,1798.424436,185.984003,12376.21878,12376.21878,0,0,0,185.984003,0,179179.7346,12562.20279,0
1/1/2050,2,3,13345.15892,0,0,1878.101468,-957.0119256,12424.06938,11467.05746,0,0,957.0119256,0,0,180112.5144,11467.05746,0
1/1/2050,3,4,12857.17644,0,0,1582.158206,-1159.15847,12434.17671,11275.01824,0,0,1159.15847,0,0,181242.3224,11275.01824,0
1/1/2050,4,5,12813.02565,0,0,1422.804142,-1037.891872,12428.11338,11390.22151,0,0,1037.891872,0,0,182253.9342,11390.22151,0
1/1/2050,5,6,13454.37405,0,0,2128.514997,-1105.641823,12431.50088,11325.85905,0,0,1105.641823,0,0,183331.5806,11325.85905,0
1/1/2050,6,7,14685.94888,0,0,2026.073098,283.6569926,12376.21878,12376.21878,0,0,0,283.6569926,0,183040.5546,12659.87578,0
1/1/2050,7,8,16596.05172,0,0,1069.948715,3149.88422,12376.21878,12376.21878,0,0,0,3149.88422,0,179808.8416,15526.103,0
1/1/2050,8,9,17776.50457,0,12820.85196,1024.418982,-8889.458053,12820.69169,3931.233634,3931.393903,8889.458053,8889.458053,0,0,188473.2136,3931.233634,0
1/1/2050,9,10,18982.51841,0,21300.78553,762.6230202,-16108.48886,13027.59872,0,5192.296671,16108.48886,13027.59872,0,0,204173.8264,0,0
1/1/2050,10,11,20123.46792,0,25742.6555,1331.744677,-19978.53098,13027.59872,0,5764.124523,19978.53098,13027.59872,0,0,223646.4897,0,0
1/1/2050,11,12,20750.87396,0,29074.05798,887.8297847,-22238.61252,13027.59872,0,6835.44546,22238.61252,13027.59872,0,0,245322.0079,0,0
1/1/2050,12,13,21348.07157,0,24834.09119,204.8837965,-16296.15199,12605.24857,0,8537.939199,16296.15199,12605.24857,0,0,261205.5321,0,0
1/1/2050,13,14,21647.83223,,15445.5933,216.2662296,0,5985.972704,5985.972704,15445.5933,0,0,0,0,261205.5321,5985.972704,0
1/1/2050,14,15,21833.73032,0,15849.39966,204.8837965,0,5779.446863,5779.446863,15849.39966,0,0,0,0,261205.5321,5779.446863,0
1/1/2050,15,16,21715.22029,0,17464.62511,273.1783953,0,3977.416791,3977.416791,17464.62511,0,0,0,0,261205.5321,3977.416791,0
1/1/2050,16,17,21457.2867,0,3836.160428,295.9432616,4948.964222,12376.21878,12376.21878,3836.160428,0,0,4948.964222,0,256128.002,17325.18301,0
1/1/2050,17,18,23306.97266,0,0,239.0310959,10691.72278,12376.21878,12376.21878,0,0,0,10691.72278,0,245158.5259,23067.94157,0
1/1/2050,18,19,24652.41007,0,0,295.9432616,11980.24802,12376.21878,12376.21878,0,0,0,11980.24802,0,232867.0507,24356.4668,0
1/1/2050,19,20,24849.92678,0,0,250.413529,12223.29447,12376.21878,12376.21878,0,0,0,12223.29447,0,220326.2152,24599.51325,0
1/1/2050,20,21,24380.53411,0,0,182.1189302,11822.1964,12376.21878,12376.21878,0,0,0,11822.1964,0,208196.8976,24198.41518,0
1/1/2050,21,22,23218.67107,0,0,159.3540639,10683.09822,12376.21878,12376.21878,0,0,0,10683.09822,0,197236.2701,23059.31701,0
1/1/2050,22,23,21392.22236,0,0,182.1189302,8833.88465,12376.21878,12376.21878,0,0,0,8833.88465,0,188172.8957,21210.10343,0
1/1/2050,23,24,19210.24357,0,0,330.090561,6503.934223,12376.21878,12376.21878,0,0,0,6503.934223,0,181500,18880.15301,0
1/2/2050,0,25,16656.4686,0,0,717.0932876,4882.708841,11056.66647,11056.66647,0,0,0,4882.708841,0,176490.4464,15939.37531,0
1/2/2050,1,26,14783.54537,0,0,751.240587,2975.638315,11056.66647,11056.66647,0,0,0,2975.638315,0,173437.5059,14032.30478,0
1/2/2050,2,27,13723.92627,0,0,978.8892498,1688.370556,11056.66647,11056.66647,0,0,0,1688.370556,0,171705.2743,12745.03703,0
1/2/2050,3,28,13356.77755,0,0,865.0649184,1435.046166,11056.66647,11056.66647,0,0,0,1435.046166,0,170232.948,12491.71263,0
1/2/2050,4,29,13289.3895,0,0,785.3878864,1447.335141,11056.66647,11056.66647,0,0,0,1447.335141,0,168748.0135,12504.00161,0
1/2/2050,5,30,14172.40541,0,0,648.7986888,2466.940252,11056.66647,11056.66647,0,0,0,2466.940252,0,166216.9862,13523.60672,0
1/2/2050,6,31,15580.58342,0,0,899.2122178,3624.704732,11056.66647,11056.66647,0,0,0,3624.704732,0,162498.1176,14681.3712,0
1/2/2050,7,32,18025.14326,0,0,944.7419503,6023.734844,11056.66647,11056.66647,0,0,0,6023.734844,0,156317.896,17080.40131,0
1/2/2050,8,33,19210.24357,0,6359.950183,853.6824853,1082.592873,10914.01803,10914.01803,6359.950183,0,0,1082.592873,0,155207.1792,11996.6109,0
1/2/2050,9,34,19997.98671,0,15546.54489,603.2689562,347.2651194,3500.907745,3500.907745,15546.54489,0,0,347.2651194,0,154850.8927,3848.172865,0
1/2/2050,10,35,20269.86266,0,29982.62229,546.3567906,-10259.11642,0,0,19723.50587,10259.11642,0,0,0,164850.2425,0,0
1/2/2050,11,36,20569.62333,0,41289.20039,523.5919243,-21243.16899,0,0,20046.03141,21243.16899,0,0,0,185555.5224,0,0
1/2/2050,12,37,20381.40152,0,40885.39403,387.0027266,-20890.99524,0,0,19994.39879,20890.99524,0,0,0,205917.5458,0,0
1/2/2050,13,38,20465.05566,0,47245.34422,523.5919243,-27303.88048,0,0,19941.46373,27303.88048,0,0,0,232530.0766,0,0
1/2/2050,14,39,20697.42826,0,41289.20039,637.4162557,-21229.18838,0,0,20060.01201,21229.18838,0,0,0,253221.73,0,0
1/2/2050,15,40,20683.48591,0,28165.49367,443.9148923,-7925.922651,0,0,20239.57102,7925.922651,0,0,0,260946.9638,0,0
1/2/2050,16,41,20864.73654,0,11710.38446,352.8554272,794.2607813,8007.235871,8007.235871,11710.38446,0,0,794.2607813,0,260132.0694,8801.496652,0
1/2/2050,17,42,22484.37363,0,0,307.3256947,11120.38146,11056.66647,11056.66647,0,0,0,11120.38146,0,248722.7988,22177.04793,0
1/2/2050,18,43,23822.83985,0,0,273.1783953,12492.99499,11056.66647,11056.66647,0,0,0,12492.99499,0,235905.2563,23549.66146,0
1/2/2050,19,44,23983.17695,0,0,204.8837965,12721.62669,11056.66647,11056.66647,0,0,0,12721.62669,0,222853.1428,23778.29316,0
1/2/2050,20,45,23753.12807,0,0,307.3256947,12389.13591,11056.66647,11056.66647,0,0,0,12389.13591,0,210142.1575,23445.80238,0
1/2/2050,21,46,22702.80388,0,0,660.1811219,10985.95629,11056.66647,11056.66647,0,0,0,10985.95629,0,198870.8042,22042.62276,0
1/2/2050,22,47,21025.07364,0,0,534.9743574,9433.432817,11056.66647,11056.66647,0,0,0,9433.432817,0,189192.3063,20490.09929,0
1/2/2050,23,48,19077.79118,0,0,523.5919243,7497.532788,11056.66647,11056.66647,0,0,0,7497.532788,0,181500,18554.19926,0
1/3/2050,0,49,16584.43309,0,0,466.6797586,11514.72602,4603.027313,4603.027313,0,0,0,11514.72602,0,169686.1404,16117.75333,0
1/3/2050,1,50,14720.80477,0,0,512.2094912,9605.567962,4603.027313,4603.027313,0,0,0,9605.567962,0,159831.0356,14208.59528,0
1/3/2050,2,51,13658.86194,0,0,102.4418982,8953.392733,4603.027313,4603.027313,0,0,0,8953.392733,0,150645.0485,13556.42005,0
1/3/2050,3,52,13224.32517,0,0,182.1189302,8439.178923,4603.027313,4603.027313,0,0,0,8439.178923,0,141986.6336,13042.20624,0
1/3/2050,4,53,13224.32517,0,0,239.0310959,8382.266757,4603.027313,4603.027313,0,0,0,8382.266757,0,133386.6093,12985.29407,0
1/3/2050,5,54,14158.46305,0,0,489.4446249,9065.991115,4603.027313,4603.027313,0,0,0,9065.991115,0,124085.0987,13669.01843,0
1/3/2050,6,55,15596.8495,0,0,489.4446249,10504.37756,4603.027313,4603.027313,0,0,0,10504.37756,0,113307.8347,15107.40488,0
1/3/2050,7,56,17802.06556,0,302.8547706,534.9743574,12361.20912,4603.027313,4603.027313,302.8547706,0,0,12361.20912,0,100625.5018,16964.23643,0
1/3/2050,8,57,18861.68466,0,22411.25303,113.8243314,-3663.392701,0,0,18747.86032,3663.392701,0,0,0,104196.1353,0,0
1/3/2050,9,58,18956.95742,0,40986.34562,0,-22029.3882,0,0,18956.95742,22029.3882,0,0,0,125667.7269,0,0
1/3/2050,10,59,18775.70679,0,49365.32761,0,-30589.62082,0,0,18775.70679,30589.62082,0,0,0,155482.8013,0,0
1/3/2050,11,60,18480.59358,0,57441.45483,68.29459882,-39029.15585,0,0,18412.29898,39029.15585,0,0,0,193523.7168,0,0
1/3/2050,12,61,18273.78195,0,57441.45483,11.38243314,-39179.0553,0,0,18262.39952,39179.0553,0,0,0,231710.7363,0,0
1/3/2050,13,62,18245.89724,0,54614.8103,68.29459882,-36437.20766,0,0,18177.60264,36437.20766,0,0,0,267225.3332,0,0
1/3/2050,14,63,18348.14119,0,48961.52125,34.14729941,-30647.52736,0,0,18313.99389,30647.52736,0,0,0,297096.8479,0,0
1/3/2050,15,64,18501.50711,0,30386.42865,22.76486627,-11907.68641,0,0,18478.74225,11907.68641,0,0,0,308703.0249,0,0
1/3/2050,16,65,18959.28115,0,9994.20743,136.5891976,5287.01345,3541.471073,3541.471073,9994.20743,0,0,5287.01345,0,303278.6636,8828.484523,0
1/3/2050,17,66,20874.03145,0,0,295.9432616,15975.06087,4603.027313,4603.027313,0,0,0,15975.06087,0,286888.5969,20578.08819,0
1/3/2050,18,67,22737.65977,0,0,193.5013633,17941.13109,4603.027313,4603.027313,0,0,0,17941.13109,0,268481.3848,22544.15841,0
1/3/2050,19,68,23193.11008,0,0,193.5013633,18396.58141,4603.027313,4603.027313,0,0,0,18396.58141,0,249606.8906,22999.60872,0
1/3/2050,20,69,23083.89496,0,0,182.1189302,18298.74871,4603.027313,4603.027313,0,0,0,18298.74871,0,230832.7705,22901.77603,0
1/3/2050,21,70,22219.46885,0,0,102.4418982,17513.99964,4603.027313,4603.027313,0,0,0,17513.99964,0,212863.786,22117.02695,0
1/3/2050,22,71,20757.84514,0,0,22.76486627,16132.05296,4603.027313,4603.027313,0,0,0,16132.05296,0,196312.6489,20735.08028,0
1/3/2050,23,72,19040.61156,0,0,0,14437.58425,4603.027313,4603.027313,0,0,0,14437.58425,0,181500,19040.61156,0
1/4/2050,0,73,16579.78564,0,0,0,5563.11971,11016.66593,11016.66593,0,0,0,5563.11971,0,175792.3596,16579.78564,0
1/4/2050,1,74,14764.95556,0,0,34.14729941,3714.142336,11016.66593,11016.66593,0,0,0,3714.142336,0,171981.73,14730.80826,0
1/4/2050,2,75,13591.47389,0,0,56.91216568,2517.895795,11016.66593,11016.66593,0,0,0,2517.895795,0,169398.4234,13534.56172,0
1/4/2050,3,76,13298.6844,0,0,216.2662296,2065.752244,11016.66593,11016.66593,0,0,0,2065.752244,0,167279.0063,13082.41817,0
1/4/2050,4,77,13249.88615,0,0,261.7959621,1971.424264,11016.66593,11016.66593,0,0,0,1971.424264,0,165256.3677,12988.09019,0
1/4/2050,5,78,14021.36321,0,0,409.7675929,2594.929694,11016.66593,11016.66593,0,0,0,2594.929694,0,162594.026,13611.59562,0
1/4/2050,6,79,15462.07339,0,0,569.1216568,3876.285805,11016.66593,11016.66593,0,0,0,3876.285805,0,158617.0407,14892.95173,0
1/4/2050,7,80,17651.02336,0,0,387.0027266,6247.35471,11016.66593,11016.66593,0,0,0,6247.35471,0,152207.39,17264.02064,0
1/4/2050,8,81,18738.52717,0,11609.43287,387.0027266,665.07071,6077.020862,6077.020862,11609.43287,0,0,665.07071,0,151525.0418,6742.091572,0
1/4/2050,9,82,19312.48752,0,35736.86293,500.827058,-16925.20247,0,0,18811.66046,16925.20247,0,0,0,168021.6886,0,0
1/4/2050,10,83,19812.08863,0,44620.60287,523.5919243,-25332.10617,0,0,19288.4967,25332.10617,0,0,0,192712.3715,0,0
1/4/2050,11,84,20176.91362,0,43005.37743,637.4162557,-23465.88006,0,0,19539.49737,23465.88006,0,0,0,215584.0822,0,0
1/4/2050,12,85,20223.38814,0,41390.15198,1377.27441,-22544.03825,0,0,18846.11373,22544.03825,0,0,0,237557.2927,0,0
1/4/2050,13,86,20418.58113,0,32910.21841,1388.656843,-13880.29412,0,0,19029.92429,13880.29412,0,0,0,251086.1299,0,0
1/4/2050,14,87,20541.73862,0,32304.50887,2026.073098,-13788.84335,0,0,18515.66552,13788.84335,0,0,0,264525.8319,0,0
1/4/2050,15,88,20908.88734,0,17868.43147,2094.367697,93.32645927,852.7617161,852.7617161,17868.43147,0,0,93.32645927,0,264430.081,946.0881754,0
1/4/2050,16,89,21366.66138,0,6864.708134,1604.923072,1880.364245,11016.66593,11016.66593,6864.708134,0,0,1880.364245,0,262500.868,12897.03017,0
1/4/2050,17,90,23351.12346,0,0,1775.659569,10558.79796,11016.66593,11016.66593,0,0,0,10558.79796,0,251667.7699,21575.46389,0
1/4/2050,18,91,24838.30815,0,0,1217.920346,12603.72188,11016.66593,11016.66593,0,0,0,12603.72188,0,238736.6241,23620.38781,0
1/4/2050,19,92,25003.29271,0,0,1149.625747,12837.00103,11016.66593,11016.66593,0,0,0,12837.00103,0,225566.1389,23853.66696,0
1/4/2050,20,93,24454.89335,0,0,318.7081278,13119.51929,11016.66593,11016.66593,0,0,0,13119.51929,0,212105.7961,24136.18522,0
1/4/2050,21,94,23281.41167,0,0,102.4418982,12162.30385,11016.66593,11016.66593,0,0,0,12162.30385,0,199627.5357,23178.96978,0
1/4/2050,22,95,21552.55946,0,0,500.827058,10035.06648,11016.66593,11016.66593,0,0,0,10035.06648,0,189331.7747,21051.73241,0
1/4/2050,23,96,19765.6141,0,0,1115.478447,7633.469729,11016.66593,11016.66593,0,0,0,7633.469729,0,181500,18650.13566,0
1/5/2050,0,97,17386.11859,0,0,1377.27441,3270.163204,12738.68098,12738.68098,0,0,0,3270.163204,0,178144.8833,16008.84418,0
1/5/2050,1,98,15406.30396,0,0,1559.39334,1108.229647,12738.68098,12738.68098,0,0,0,1108.229647,0,177007.8637,13846.91062,0
1/5/2050,2,99,14318.80015,0,0,1741.51227,-169.8874653,12747.17535,12577.28788,0,0,169.8874653,0,0,177173.4495,12577.28788,0
1/5/2050,3,100,13721.60255,0,0,1661.835238,-714.6459628,12774.41327,12059.76731,0,0,714.6459628,0,0,177870.0003,12059.76731,0
1/5/2050,4,101,13551.97054,0,0,1969.160933,-1216.706699,12799.51631,11582.80961,0,0,1216.706699,0,0,179055.8993,11582.80961,0
1/5/2050,5,102,14114.31226,0,0,1798.424436,-445.0454247,12760.93325,12315.88782,0,0,445.0454247,0,0,179489.6759,12315.88782,0
1/5/2050,6,103,15080.98231,0,0,1991.925799,350.3755357,12738.68098,12738.68098,0,0,0,350.3755357,0,179130.1982,13089.05651,0
1/5/2050,7,104,16370.65029,0,0,1991.925799,1640.043514,12738.68098,12738.68098,0,0,0,1640.043514,0,177447.549,14378.72449,0
1/5/2050,8,105,18285.40059,0,4038.063608,1240.685212,267.9707898,12738.68098,12738.68098,4038.063608,0,0,267.9707898,0,177172.6168,13006.65177,0
1/5/2050,9,106,19932.92238,0,14032.27104,1525.24604,-8803.448076,13178.85338,4375.405303,5228.822962,8803.448076,8803.448076,0,0,185753.1566,4375.405303,0
1/5/2050,10,107,21215.61918,0,21805.54348,1172.390613,-15171.45278,13409.13787,0,6634.0907,15171.45278,13409.13787,0,0,200540.4596,0,0
1/5/2050,11,108,22293.82809,0,33515.92795,534.9743574,-25166.21209,13409.13787,0,8349.71586,25166.21209,13409.13787,0,0,225069.449,0,0
1/5/2050,12,109,22726.04114,0,27458.83254,1559.39334,-12160.86633,5868.681595,0,15297.9662,12160.86633,5868.681595,0,0,236922.3953,0,0
1/5/2050,13,110,23395.27425,0,15849.39966,1923.6312,0,5622.24339,5622.24339,15849.39966,0,0,0,0,236922.3953,5622.24339,0
1/5/2050,14,111,23355.77091,0,10398.01379,1206.537912,0,11751.21921,11751.21921,10398.01379,0,0,0,0,236922.3953,11751.21921,0
1/5/2050,15,112,23246.55578,0,12820.85196,1240.685212,0,9185.018615,9185.018615,12820.85196,0,0,0,0,236922.3953,9185.018615,0
1/5/2050,16,113,23137.34066,0,6662.804953,1821.189302,1914.665426,12738.68098,12738.68098,6662.804953,0,0,1914.665426,0,234957.99,14653.3464,0
1/5/2050,17,114,22921.23413,0,0,2026.073098,8156.480057,12738.68098,12738.68098,0,0,0,8156.480057,0,226589.618,20895.16103,0
1/5/2050,18,115,23104.80849,0,0,1365.891976,9000.23554,12738.68098,12738.68098,0,0,0,9000.23554,0,217355.5712,21738.91652,0
1/5/2050,19,116,22159.05197,0,0,1024.418982,8395.952016,12738.68098,12738.68098,0,0,0,8395.952016,0,208741.5062,21134.63299,0
1/5/2050,20,117,21080.84307,0,0,261.7959621,8080.366131,12738.68098,12738.68098,0,0,0,8080.366131,0,200451.2255,20819.04711,0
1/5/2050,21,118,20169.94244,0,0,136.5891976,7294.672269,12738.68098,12738.68098,0,0,0,7294.672269,0,192967.0496,20033.35324,0
1/5/2050,22,119,19131.23688,0,0,102.4418982,6290.114008,12738.68098,12738.68098,0,0,0,6290.114008,0,186513.5288,19028.79498,0
1/5/2050,23,120,17727.70632,0,0,102.4418982,4886.58345,12738.68098,12738.68098,0,0,0,4886.58345,0,181500,17625.26443,0
1/6/2050,0,121,16140.60141,0,0,45.52973255,3931.983964,12163.08771,12163.08771,0,0,0,3931.983964,0,177465.8696,16095.07167,0
1/6/2050,1,122,14769.60301,0,0,0,2606.515305,12163.08771,12163.08771,0,0,0,2606.515305,0,174791.6413,14769.60301,0
1/6/2050,2,123,13763.42962,0,0,0,1600.341909,12163.08771,12163.08771,0,0,0,1600.341909,0,173149.7251,13763.42962,0
1/6/2050,3,124,13312.62676,0,0,0,1149.539048,12163.08771,12163.08771,0,0,0,1149.539048,0,171970.323,13312.62676,0
1/6/2050,4,125,13231.29634,0,0,0,1068.208635,12163.08771,12163.08771,0,0,0,1068.208635,0,170874.364,13231.29634,0
1/6/2050,5,126,13517.11465,0,0,0,1354.026944,12163.08771,12163.08771,0,0,0,1354.026944,0,169485.1617,13517.11465,0
1/6/2050,6,127,13933.06162,0,0,0,1769.973913,12163.08771,12163.08771,0,0,0,1769.973913,0,167669.2068,13933.06162,0
1/6/2050,7,128,13893.55828,0,0,0,1730.47057,12163.08771,12163.08771,0,0,0,1730.47057,0,165893.7814,13893.55828,0
1/6/2050,8,129,14988.03327,0,4643.773149,0,-1914.55536,12258.81548,10344.26012,2729.217789,1914.55536,1914.55536,0,0,167759.8592,10344.26012,0
1/6/2050,9,130,16133.63023,0,12517.99719,0,-8997.320702,12612.95374,3615.633043,3520.676484,8997.320702,8997.320702,0,0,176529.3626,3615.633043,0
1/6/2050,10,131,16754.06509,0,17161.77033,0,-13210.95546,12803.25022,0,3950.814873,13210.95546,12803.25022,0,0,189405.8092,0,0
1/6/2050,11,132,16958.55299,0,23925.52688,0,-19770.22411,12803.25022,0,4155.302769,19770.22411,12803.25022,0,0,208675.4401,0,0
1/6/2050,12,133,17084.0342,0,20291.26963,0,-16010.48565,12803.25022,0,4280.783978,16010.48565,12803.25022,0,0,224280.5312,0,0
1/6/2050,13,134,17202.54423,0,15849.39966,421.1500261,-11822.20334,12754.19788,931.9945404,4027.196326,11822.20334,11822.20334,0,0,235803.3896,931.9945404,0
1/6/2050,14,135,16858.63277,0,14234.17422,91.05946509,-6068.457128,8601.856211,2533.399084,8165.717091,6068.457128,6068.457128,0,0,241718.19,2533.399084,0
1/6/2050,15,136,16900.45984,0,10902.77174,22.76486627,0,5974.923229,5974.923229,10902.77174,0,0,0,0,241718.19,5974.923229,0
1/6/2050,16,137,17393.08977,0,4038.063608,34.14729941,1157.791151,12163.08771,12163.08771,4038.063608,0,0,1157.791151,0,240530.3213,13320.87886,0
1/6/2050,17,138,19396.14166,0,0,11.38243314,7221.671513,12163.08771,12163.08771,0,0,0,7221.671513,0,233121.0427,19384.75922,0
1/6/2050,18,139,21280.68351,0,0,0,9117.595803,12163.08771,12163.08771,0,0,0,9117.595803,0,223766.5868,21280.68351,0
1/6/2050,19,140,21687.33558,0,0,11.38243314,9512.865435,12163.08771,12163.08771,0,0,0,9512.865435,0,214006.5928,21675.95314,0
1/6/2050,20,141,21375.95628,0,0,0,9212.868573,12163.08771,12163.08771,0,0,0,9212.868573,0,204554.3891,21375.95628,0
1/6/2050,21,142,20750.87396,0,0,0,8587.786255,12163.08771,12163.08771,0,0,0,8587.786255,0,195743.5063,20750.87396,0
1/6/2050,22,143,19870.18178,0,0,0,7707.094068,12163.08771,12163.08771,0,0,0,7707.094068,0,187836.1946,19870.18178,0
1/6/2050,23,144,18338.84629,0,0,0,6175.758576,12163.08771,12163.08771,0,0,0,6175.758576,0,181500,18338.84629,0
1/7/2050,0,145,16140.60141,0,0,0,12052.8856,4087.715806,4087.715806,0,0,0,12052.8856,0,169134.0003,16140.60141,0
1/7/2050,1,146,14379.21703,0,0,0,10291.50123,4087.715806,4087.715806,0,0,0,10291.50123,0,158575.1428,14379.21703,0
1/7/2050,2,147,13356.77755,0,0,68.29459882,9200.767148,4087.715806,4087.715806,0,0,0,9200.767148,0,149135.3549,13288.48295,0
1/7/2050,3,148,12801.40702,0,0,0,8713.691212,4087.715806,4087.715806,0,0,0,8713.691212,0,140195.2964,12801.40702,0
1/7/2050,4,149,12806.05447,0,0,68.29459882,8650.044065,4087.715806,4087.715806,0,0,0,8650.044065,0,131320.5384,12737.75987,0
1/7/2050,5,150,13614.71115,0,0,227.6486627,9299.34668,4087.715806,4087.715806,0,0,0,9299.34668,0,121779.61,13387.06249,0
1/7/2050,6,151,15211.11097,0,0,250.413529,10872.98164,4087.715806,4087.715806,0,0,0,10872.98164,0,110624.1662,14960.69744,0
1/7/2050,7,152,17641.72846,0,0,79.67703196,13474.33562,4087.715806,4087.715806,0,0,0,13474.33562,0,96799.78958,17562.05143,0
1/7/2050,8,153,18740.8509,0,17969.38306,22.76486627,482.7228846,265.9800915,265.9800915,17969.38306,0,0,482.7228846,0,96304.52635,748.7029761,0
1/7/2050,9,154,19147.50296,0,38563.50746,125.2067645,-19541.21126,0,0,19022.2962,19541.21126,0,0,0,115350.9431,0,0
1/7/2050,10,155,19077.79118,0,52696.73009,79.67703196,-33698.61594,0,0,18998.11415,33698.61594,0,0,0,148196.291,0,0
1/7/2050,11,156,18750.1458,0,59864.29299,45.52973255,-41159.67692,0,0,18704.61607,41159.67692,0,0,0,188313.7816,0,0
1/7/2050,12,157,18513.12574,0,60268.09935,0,-41754.97361,0,0,18513.12574,41754.97361,0,0,0,229011.4957,0,0
1/7/2050,13,158,18438.76651,0,56129.08415,0,-37690.31765,0,0,18438.76651,37690.31765,0,0,0,265747.4732,0,0
1/7/2050,14,159,18520.09692,0,51788.16577,0,-33268.06885,0,0,18520.09692,33268.06885,0,0,0,298173.1757,0,0
1/7/2050,15,160,18547.98163,0,35232.10498,0,-16684.12335,0,0,18547.98163,16684.12335,0,0,0,314434.8476,0,0
1/7/2050,16,161,18657.19676,0,13123.70673,0,3567.692871,1965.797161,1965.797161,13123.70673,0,0,3567.692871,0,310774.472,5533.490033,0
1/7/2050,17,162,20941.4195,0,0,0,16853.7037,4087.715806,4087.715806,0,0,0,16853.7037,0,293482.9368,20941.4195,0
1/7/2050,18,163,23072.27633,0,0,0,18984.56052,4087.715806,4087.715806,0,0,0,18984.56052,0,274005.1887,23072.27633,0
1/7/2050,19,164,23646.23667,0,0,0,19558.52086,4087.715806,4087.715806,0,0,0,19558.52086,0,253938.5697,23646.23667,0
1/7/2050,20,165,23597.43842,0,0,0,19509.72262,4087.715806,4087.715806,0,0,0,19509.72262,0,233922.0167,23597.43842,0
1/7/2050,21,166,22830.60881,0,0,0,18742.89301,4087.715806,4087.715806,0,0,0,18742.89301,0,214692.2142,22830.60881,0
1/7/2050,22,167,21276.03606,0,0,34.14729941,17154.17296,4087.715806,4087.715806,0,0,0,17154.17296,0,197092.4041,21241.88876,0
1/7/2050,23,168,19319.45869,0,0,34.14729941,15197.59559,4087.715806,4087.715806,0,0,0,15197.59559,0,181500,19285.3114,0
1/8/2050,0,169,16737.79901,0,0,22.76486627,14031.65357,2683.380573,2683.380573,0,0,0,14031.65357,0,167103.8272,16715.03414,0
1/8/2050,1,170,14957.82483,0,0,113.8243314,12160.61992,2683.380573,2683.380573,0,0,0,12160.61992,0,154627.2944,14844.0005,0
1/8/2050,2,171,13942.35653,0,0,113.8243314,11145.15162,2683.380573,2683.380573,0,0,0,11145.15162,0,143192.6101,13828.5322,0
1/8/2050,3,172,13468.31641,0,0,113.8243314,10671.1115,2683.380573,2683.380573,0,0,0,10671.1115,0,132244.2807,13354.49207,0
1/8/2050,4,173,13428.81306,0,0,136.5891976,10608.84329,2683.380573,2683.380573,0,0,0,10608.84329,0,121359.8372,13292.22386,0
1/8/2050,5,174,14369.92213,0,0,45.52973255,11641.01182,2683.380573,2683.380573,0,0,0,11641.01182,0,109416.411,14324.39239,0
1/8/2050,6,175,15894.28644,0,0,147.9716308,13062.93424,2683.380573,2683.380573,0,0,0,13062.93424,0,96014.12329,15746.31481,0
1/8/2050,7,176,18155.27192,0,0,102.4418982,15369.44945,2683.380573,2683.380573,0,0,0,15369.44945,0,80245.40087,18052.83003,0
1/8/2050,8,177,18973.22351,0,20190.31804,22.76486627,-1239.8594,0,0,18950.45864,1239.8594,0,0,0,81453.86633,0,0
1/8/2050,9,178,19131.23688,0,42197.76471,0,-23066.52782,0,0,19131.23688,23066.52782,0,0,0,103936.3366,0,0
1/8/2050,10,179,18938.36762,0,56028.13256,0,-37089.76495,0,0,18938.36762,37089.76495,0,0,0,140086.9677,0,0
1/8/2050,11,180,18520.09692,0,62186.17957,0,-43666.08265,0,0,18520.09692,43666.08265,0,0,0,182647.4005,0,0
1/8/2050,12,181,18250.54469,0,63700.45342,0,-45449.90872,0,0,18250.54469,45449.90872,0,0,0,226946.4918,0,0
1/8/2050,13,182,18113.44485,0,60570.95412,0,-42457.50927,0,0,18113.44485,42457.50927,0,0,0,268328.9529,0,0
1/8/2050,14,183,18234.27861,0,54614.8103,0,-36380.53169,0,0,18234.27861,36380.53169,0,0,0,303788.309,0,0
1/8/2050,15,184,18317.93275,0,39270.16859,0,-20952.23584,0,0,18317.93275,20952.23584,0,0,0,324210.0224,0,0
1/8/2050,16,185,18531.71555,0,14637.98058,0,2994.747205,898.9877664,898.9877664,14637.98058,0,0,2994.747205,0,321137.4766,3893.734971,0
1/8/2050,17,186,20639.33511,0,0,22.76486627,17933.18967,2683.380573,2683.380573,0,0,0,17933.18967,0,302738.4122,20616.57025,0
1/8/2050,18,187,22967.70865,0,0,68.29459882,20216.03348,2683.380573,2683.380573,0,0,0,20216.03348,0,281997.1995,22899.41405,0
1/8/2050,19,188,23715.94845,0,0,11.38243314,21021.18545,2683.380573,2683.380573,0,0,0,21021.18545,0,260429.9183,23704.56602,0
1/8/2050,20,189,23753.12807,0,0,0,21069.7475,2683.380573,2683.380573,0,0,0,21069.7475,0,238812.8134,23753.12807,0
1/8/2050,21,190,23032.77298,0,0,0,20349.39241,2683.380573,2683.380573,0,0,0,20349.39241,0,217934.7774,23032.77298,0
1/8/2050,22,191,21434.04943,0,0,0,18750.66886,2683.380573,2683.380573,0,0,0,18750.66886,0,198696.997,21434.04943,0
